filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\56. us-tennis-player-jack-sock-team-world-in-action-during-the-6th-match-ka323h.jpg,1300,933,jack sock,560,292,701,468
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\57. 635749856437023804-usatsi-8740661.jpg,534,712,jack sock,276,151,380,311
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\57. 636393668006876547-usp-tennis-miami-open-89970874.jpg,534,401,rafael nadal,362,80,420,151
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\57. 636393668006876547-usp-tennis-miami-open-89970874.jpg,534,401,roger federer,139,75,200,155
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\57. 800x-1.jpg,800,496,roger federer,428,34,487,107
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\57. sam-querrey-nick-kyrgios-among-surprise-atp-titlists-2016-images.jpg,640,360,sam austin querry,88,60,208,218
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\57. skysports-tennis-roger-federer-australian-open_4216603.jpg,768,432,roger federer,355,177,438,292
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\58. https%3a%2f%2fspecials-images.forbesimg.com%2fimageserve%2f36c83114d9e74cf386ef7c501f8ee547%2f960x0.jpg%3ffit%3dscale.jpg,960,743,roger federer,225,52,284,141
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\58. maxresdefault.jpg,1280,720,roger federer,1158,125,1272,255
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\58. maxresdefault.jpg,1280,720,rafael nadal,439,102,583,324
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\58. rogerfederer-cropped_sumki3fauhza1k65969jd00bi.jpg,960,540,roger federer,453,107,545,241
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\59. 416x416.jpg,415,416,rafael nadal,151,105,268,248
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\59. 636032224286291089-gty-544848450-83112622-1-.jpg,534,401,roger federer,233,45,286,110
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\59. federer-2.jpg,620,465,roger federer,310,114,380,209
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\59. roger-federer-and-rafael-nadal-1075116.jpg,590,885,rafael nadal,350,83,414,159
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\59. roger-federer.jpg,2060,1236,roger federer,648,250,998,696
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\6. 180115144916-nadal-aus-open-sleeves-super-tease.jpg,1100,619,rafael nadal,673,175,793,327
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\6. federer-and-nadal-at-laver-cup-named-one-of-the-five-best-sporting-moments.jpg,848,477,rafael nadal,557,111,656,224
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\6. federer-and-nadal-at-laver-cup-named-one-of-the-five-best-sporting-moments.jpg,848,477,roger federer,388,88,475,219
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\6. roger-federer-plays-the-hot-dog-trick-shot-to-play-a-lob-over-sam-picture-id583608014.jpg,1024,771,roger federer,410,94,477,171
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\6. sam+querrey+davidoff+swiss+indoors+day+three+ah0iaayxhwtl.jpg,594,416,sam austin querry,229,65,336,204
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\6. skysports-tennis-roger-federer-basel_4137189.jpg,768,432,roger federer,304,52,415,193
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\6. usp-tennis_-french-open-sock-vs-garcia-lopez1.jpg,1000,600,jack sock,357,10,487,166
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\60. 8979160-3x2-940x627.jpg,940,627,roger federer,648,254,726,339
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\60. 8979160-3x2-940x627.jpg,940,627,rafael nadal,265,156,342,257
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\60. ct-sam-querrey-stuns-andy-murray-wimbledon-20170712.jpg,2048,1363,sam austin querry,1104,251,1257,478
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\60. delray8.jpg,927,1200,jack sock,521,334,597,434
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\60. federerfullflow.jpg,750,511,roger federer,350,57,390,106
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\60. hqdefault.jpg,480,360,sam austin querry,293,155,349,228
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\60. reuters_rafael_nadal_china_shanghai_masters_20171011.jpg,800,533,rafael nadal,426,114,510,210
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\61. 4239.jpg,460,276,roger federer,277,46,303,112
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\61. hqdefault.jpg,480,360,roger federer,96,94,117,119
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\61. hqdefault.jpg,480,360,rafael nadal,358,101,376,126
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\61. rafael-nadal-grand-slams-roger-federer-toni-nadal-tennis-news-902300.jpg,590,350,rafael nadal,240,61,370,220
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\61. swiss-player-roger-federer-eyes-the-ball-for-a-return-to-his-us-sam-picture-id81237442.jpg,936,1024,roger federer,513,220,788,575
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\61. tennis-player-jack-sock-attends-taste-of-tennis-week-taste-of-tennis-picture-id453971186.jpg,681,1024,jack sock,263,77,340,198
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\62. b_day7_outoftheblue1.jpg,640,427,jack sock,289,77,354,153
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\62. ehkvtlxgu7zaj5qrcc9h.jpg,1600,900,rafael nadal,1199,78,1348,285
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\62. ehkvtlxgu7zaj5qrcc9h.jpg,1600,900,roger federer,452,33,596,244
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\62. hqdefault.jpg,480,360,roger federer,231,158,281,222
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\62. spains-rafael-nadal-bites-the-wimbledon-trophy-as-he-poses-for-after-picture-id116660414.jpg,1024,682,rafael nadal,518,128,693,332
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\62. tsonga-vs-querrey-2017-wimbledon-predictions-picks-and-odds-640x300.jpg,640,300,sam austin querry,499,45,542,113
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\63. 636417929058876809-federer-nadal0923.jpg,534,401,rafael nadal,335,76,361,114
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\63. fdcd6f1ca4260d3b18f974240aa9f330384c33b7.jpg,800,508,roger federer,629,260,670,309
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\63. fdcd6f1ca4260d3b18f974240aa9f330384c33b7.jpg,800,508,rafael nadal,119,33,154,76
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\63. rogerfederer_ap.jpg,4000,2305,roger federer,1287,733,1598,1167
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\63. sam_querrey_queens.jpg,920,1168,sam austin querry,295,96,436,303
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\63. sock_0.jpg,512,352,jack sock,314,47,366,127
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\63. telemmglpict000128550653_trans_nvbqzqnjv4bqilvw0rxz3wcp2mafkk47vzuvcsltc73ahhrcicqrrtm.jpeg,0,0,rafael nadal,234,20,274,80
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\64. 000ec0b4-800.jpg,800,449,rafael nadal,359,66,442,165
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\64. 552fac4c627afb86dde8794d42e5d4bd.jpg,480,480,rafael nadal,328,62,383,125
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\64. 552fac4c627afb86dde8794d42e5d4bd.jpg,480,480,roger federer,54,53,114,125
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\64. 636569030025590683-roger-federer-win002.jpg,540,405,roger federer,243,50,294,116
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\64. espnapi_dm_170712_ten_querrey_murray_hl_wmain.jpg,576,324,sam austin querry,188,31,206,83
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\64. jacksockatl-672x372.jpg,672,372,jack sock,281,22,319,67
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\64. prague-czech-republic-23rd-sep-2017-swiss-tennis-player-roger-federer-ka32w2.jpg,1300,821,roger federer,967,165,1065,304
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\65. 171109114151-jack-sock-sock-quiz-tease-super-169.jpg,1100,619,jack sock,354,162,467,338
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\65. dc-cover-5vian1ahd366josa9sfc6d05m3-20170714085324.medi.jpeg,800,448,roger federer,306,79,358,137
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\65. federer-us-open-2017-wednesday3.jpg,1920,1080,roger federer,908,81,1073,292
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\65. querrey_las_vegas_2008.jpg,351,512,sam austin querry,164,67,253,206
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\65. rafa-nadal-3.jpg,2056,1536,rafael nadal,799,192,1022,507
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\65. roger-federer-rafael-nadal-us-open-2017-850334.jpg,590,350,roger federer,107,68,218,197
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\65. roger-federer-rafael-nadal-us-open-2017-850334.jpg,590,350,rafael nadal,312,92,417,256
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\66. 636400831105989172-usatsi-10259507.jpg,534,401,sam austin querry,252,154,312,236
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\66. bd42a15ad47c0b59c867b262cc718f47--federer-nadal-rafael-nadal.jpg,316,385,rafael nadal,201,38,242,92
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\66. bd42a15ad47c0b59c867b262cc718f47--federer-nadal-rafael-nadal.jpg,316,385,roger federer,106,32,147,81
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\66. nadal-1.jpg,564,423,rafael nadal,368,100,474,224
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\66. roger-federer-afp_806x605_81504779942.jpg,806,605,roger federer,356,53,455,184
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\66. tennis-player-jack-sock-attending-the-rolex-paris-masters-at-the-accord-m1bm1h.jpg,1300,956,jack sock,450,256,615,473
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\67. 8873210-3x2-940x627.jpg,940,627,roger federer,340,98,499,298
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\67. jack-sock-atp-world-tour-finals-880588.jpg,590,350,jack sock,274,37,315,110
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\67. nadal-roland-garros-2017-tuesday2.jpg,1920,1080,rafael nadal,739,154,965,420
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\67. roger-and-rafael-roger-federer-and-rafael-nadal-8207698-500-375.jpg,500,375,roger federer,192,43,239,106
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\67. roger-and-rafael-roger-federer-and-rafael-nadal-8207698-500-375.jpg,500,375,rafael nadal,303,54,349,111
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\67. roger-federer-of-team-europe-celebrtes-after-winning-his-singles-picture-id852219576.jpg,683,1024,roger federer,308,161,377,253
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\68. 5805264510bb4.image.jpg,1200,1512,jack sock,274,218,397,358
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\68. federer-nadal-australian-open_650x400_61485690162.jpg,650,400,rafael nadal,186,30,219,66
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\68. federer-nadal-australian-open_650x400_61485690162.jpg,650,400,roger federer,453,24,488,62
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\68. maxresdefault.jpg,1280,720,rafael nadal,753,52,812,140
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\68. noddhp1ee1l0ni0r3_rtrmadp_3_tennis-ausopen.jpg,1022,578,rafael nadal,432,63,487,132
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\68. roger-federer-1.jpg,1018,755,roger federer,385,148,617,432
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\68. sam-querrey-1040x572.jpg,1040,572,sam austin querry,311,62,418,217
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\69. 1515477634306.jpg,620,349,roger federer,219,83,287,167
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\69. _97684869_andersonusopen_getty.jpg,480,270,sam austin querry,328,35,360,89
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\69. nadalweb1-master675.jpg,675,450,rafael nadal,316,96,393,207
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\69. us_teams_tennis_olymp_nels.jpg,3396,4788,jack sock,1179,601,2167,2175
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\7. gty_852500634_94028640.jpg,1000,600,roger federer,680,108,717,160
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\7. gty_852500634_94028640.jpg,1000,600,rafael nadal,320,49,363,99
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\7. laver-cup-roger-federer-eases-past-querrey-nadal-edges-sock.jpg,700,393,roger federer,437,48,476,104
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\7. rafael-nadal.jpg,1600,1067,rafael nadal,847,143,1023,367
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\7. rotterdam-2018-sunday-federer1.jpg,1920,1080,roger federer,621,72,740,232
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\70. ffc7d8925caaa93988583e46767bd14f.jpg,1280,1024,rafael nadal,351,106,413,197
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\70. hi-res-aac3342a058561bc60808c05330c66c7_crop_north.jpg,800,533,roger federer,417,91,519,204
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\70. jack-sock-training-rogers-cup-inline.jpg,2000,1500,jack sock,889,105,1134,460
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\70. querrey-cilic-825-ap.png,825,500,sam austin querry,90,58,183,200
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\70. tennis-french-open-roland-garros_5156c098-45fd-11e7-815c-f4e1adc20f07.jpg,960,540,rafael nadal,293,57,381,161
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\71. ozopentennis1601b.jpg,268,178,roger federer,131,38,162,73
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\71. prague-czech-republic-23rd-sep-2017-l-r-us-tennis-player-sam-querrey-ka84a5.jpg,1096,1390,jack sock,555,513,662,650
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\71. prague-czech-republic-23rd-sep-2017-l-r-us-tennis-player-sam-querrey-ka84a5.jpg,1096,1390,sam austin querry,423,132,537,320
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\71. querreys-quest6.jpg,1920,1080,sam austin querry,813,43,1039,398
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\71. rafael-nadal-afp_806x605_71507470637.jpg,806,605,rafael nadal,371,74,471,191
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\71. serena-2.jpg,1000,600,rafael nadal,533,130,654,273
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\71. serena-2.jpg,1000,600,roger federer,339,117,457,274
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\71. skysports-tennis-jack-sock-atp-finals_4155863.jpg,768,432,jack sock,346,44,464,218
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\72. 875051998.jpg,748,498,jack sock,294,51,366,166
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\72. afp_535620561_68957182.jpg,1000,658,roger federer,581,74,653,175
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\72. rafael-nadal.jpg,670,377,rafael nadal,305,34,374,122
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\72. sam-querrey-759.jpg,759,422,sam austin querry,227,59,347,239
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\72. tumblr_owqxecj42r1sso0u9o1_1280.jpg,605,403,roger federer,290,66,349,142
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\73. 051040c4644a85b89e11365c1cd75819.jpg,400,600,roger federer,164,61,205,124
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\73. 1516046743628.jpg,619,349,rafael nadal,331,92,414,215
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\73. 220px-sam_querrey%2c_nice_2012.jpg,220,330,sam austin querry,111,85,168,163
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\73. roger-federer-and-rafael-nadal-have-35-grand-slams-between-them-858031.jpg,590,350,roger federer,120,22,144,56
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\73. roger-federer-and-rafael-nadal-have-35-grand-slams-between-them-858031.jpg,590,350,rafael nadal,489,84,514,114
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\73. sock+top+pick.jpg,1600,900,jack sock,572,126,771,403
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\74. australian-open-draw-top-seeds-roger-federer-and-rafael-nadal-903167.jpg,590,350,roger federer,167,86,245,188
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\74. depositphotos_145161521-stock-photo-professional-tennis-player-jack-sock.jpg,1067,1700,jack sock,360,294,468,466
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\74. hi-res-5a19a80674f001acfbb1414e6e0c1530_crop_north.jpg,800,533,roger federer,531,59,583,118
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\74. roger-federer-933189.jpg,590,350,rafael nadal,344,33,395,103
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\74. roger-federer-933189.jpg,590,350,roger federer,233,39,280,104
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\75. 1491116714_roger-federer-rafael-nadal-miami-open-2017.jpg,675,450,roger federer,347,212,412,300
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\75. 1515558057812.jpg,620,349,jack sock,262,39,328,120
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\75. dyb_-kxwaaeed5-.jpg,610,344,sam austin querry,253,73,363,221
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\75. maxresdefault.jpg,1280,720,roger federer,713,154,825,292
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\75. maxresdefault.jpg,1280,720,rafael nadal,335,153,456,287
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\75. nadal-federer-1.jpg,300,300,roger federer,86,26,122,69
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\75. nadal-federer-1.jpg,300,300,rafael nadal,177,36,214,77
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\75. rafael-nadal-759.jpg,759,506,rafael nadal,221,111,281,210
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\76. 1888795-39771740-2560-1440.jpg,1050,590,sam austin querry,535,17,585,80
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\76. 21nadal.1-500.jpg,367,500,rafael nadal,174,54,245,148
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\76. cilicquerrey71417.jpg,770,433,sam austin querry,465,52,537,151
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\76. deaeb13e200c801041e201c7659efe85--jack-sock-tennis-players.jpg,496,620,jack sock,212,66,306,177
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\76. nadal.jpg,810,540,rafael nadal,532,122,649,248
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\76. qkqxmsfc5pserapgxfez.jpg,800,533,roger federer,174,38,269,175
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\77. 170px-nadal_us16_%2843%29_%2829749332592%29.jpg,170,252,rafael nadal,31,28,69,79
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\77. https%3a%2f%2fspecials-images.forbesimg.com%2fimageserve%2f632875378%2f960x0.jpg%3ffit%3dscale.jpg,960,720,rafael nadal,729,123,844,256
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\77. https%3a%2f%2fspecials-images.forbesimg.com%2fimageserve%2f632875378%2f960x0.jpg%3ffit%3dscale.jpg,960,720,roger federer,272,243,401,399
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\77. jack_sock_3.jpg,603,753,jack sock,309,210,405,350
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\77. sam-querrey-of-team-world-returns-the-ball-to-swiss-roger-federer-of-picture-id852220798.jpg,761,1024,sam austin querry,445,259,518,345
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\77. skysports-tennis-grand-slam-roger-federer-australian-open_4211632.jpg,768,432,roger federer,259,69,396,205
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\78. 1433.jpg,300,375,roger federer,136,214,199,298
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\78. 2017_citi_open_tennis_jack_sock_%2836001645710%29.jpg,1718,2393,jack sock,1054,684,1195,857
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\78. 84940657a1aee36fb5bc4a89d04a173d.jpg,715,1024,roger federer,221,98,299,184
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\78. 84940657a1aee36fb5bc4a89d04a173d.jpg,715,1024,rafael nadal,384,112,461,198
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\78. rafael_nadal_%2819047517620%29.jpg,2781,3688,rafael nadal,1217,550,1788,1408
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\79. 180126120427-federer-volley-exlarge-169.jpg,780,438,roger federer,375,36,423,89
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\79. gettyimages-660845746.jpg,644,366,roger federer,161,79,214,177
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\79. nadal.jpg,2500,1875,rafael nadal,1409,165,1559,363
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\79. today+show+gallery+olympians+48189lz840jx.jpg,1024,682,jack sock,372,92,595,400
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\8. 1200px-querrey_wm16_%2811%29_%2828385612826%29.jpg,1200,1792,sam austin querry,387,173,631,493
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\8. federer-nadal-1443889.jpg,650,366,rafael nadal,470,38,533,108
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\8. federer-nadal-1443889.jpg,650,366,roger federer,124,50,195,127
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\8. jack_sock_nice_2014.jpg,3690,5101,jack sock,1783,511,2218,1182
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\8. r_federer.jpg,1983,2507,roger federer,621,574,1198,1260
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\8. rafael-nadal.jpg,620,425,rafael nadal,274,139,341,222
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\80. ec7ftzdu3vabngxmyvk7kijehy.jpg,1400,1270,jack sock,336,231,467,424
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\80. nadal_485066345-56a943f85f9b58b7d0f9ccc0.jpg,1280,853,rafael nadal,577,83,689,239
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\80. roger-federer-ontennis_18.jpg,1200,800,roger federer,551,98,692,276
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\80. story-4.jpg,700,415,roger federer,80,83,155,171
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\80. story-4.jpg,700,415,rafael nadal,580,81,651,171
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\81. 6032882-3x2-940x627.jpg,940,627,rafael nadal,408,175,617,410
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\81. 69235-uwfagztyvz-1506222792.jpg,1200,630,rafael nadal,326,75,387,157
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\81. querrey_-_2014_w-s---1155-x-550.jpg,679,323,sam austin querry,324,38,373,97
